unit_nr,cycle,sensor2,sensor3,sensor4,sensor7,sensor8,sensor9,sensor15,sensor17,sensor20,sensor21,RUL
1,30,-0.961787936,0.488807852,-1.428136612,1.132439101,-0.37546111,-0.888625792,-0.9504442,-2.073094227,1.293165275,1.120522852,162
1,31,-1.32175831,-1.034597561,-1.337029415,0.861274355,-0.234583813,-0.292674574,-0.84645565,-0.781709786,0.684563117,0.421204395,161
1,32,-0.701809333,0.139762072,-0.952601485,1.799052433,-0.798092999,-0.646350791,-0.729135235,-0.781709786,1.127182868,1.941783232,160
1,33,0.058128123,-0.346292332,-0.722611366,1.403603846,-0.798092999,-0.820245371,-1.782352602,-0.781709786,0.07596096,0.56254617,159
1,34,-0.281843897,-1.476613479,-0.939268725,1.053349383,-0.938970296,-0.850586353,-0.193194245,-0.781709786,-0.034693978,0.180091955,158
1,35,-0.481827438,-0.085323525,-0.659280753,1.053349383,-0.798092999,-0.882285885,0.022781974,-1.427402006,1.735785026,1.170408184,157
1,36,-0.281843897,-1.435837103,-0.377070655,1.313215598,-1.220724889,-0.936627942,-0.467830673,-0.781709786,0.241943366,1.303435737,156
1,37,-1.381753372,-1.86154247,-1.114816739,1.426200908,-0.37546111,-0.443926631,-0.745133473,-0.781709786,0.961200462,1.344083045,155
1,38,-1.501743497,-0.150565726,-1.048152936,1.505290626,-0.234583813,-0.451625089,-0.702471504,-0.781709786,1.348492744,1.728384866,154
1,39,-1.341756664,-1.192809901,-0.915936394,0.680497859,-1.079847593,-0.610575604,-0.750466219,-0.781709786,-0.643296136,0.740840043,153
1,40,-0.88179452,-1.377119121,-0.795941549,1.358409722,-0.516338406,-0.555327846,-1.699695036,-0.781709786,0.131288428,0.805506215,152
1,41,-0.561820854,0.128344687,-0.635948422,0.398034582,-0.516338406,-0.736015184,-0.13720041,-0.781709786,1.735785026,1.429072871,151
1,42,-1.121774769,-0.956306919,-0.839273021,0.646602265,-0.234583813,-0.370564855,-0.758465339,-0.781709786,1.01652793,0.787953969,150
1,43,-0.88179452,0.162596842,-0.320406423,0.352840458,-0.938970296,-0.333431116,-0.942445081,-0.781709786,0.961200462,0.231824892,149
1,44,-1.501743497,-0.584426369,-0.859272162,0.883871418,-0.798092999,-0.832019483,-0.587817461,-0.781709786,1.348492744,1.714527829,148
1,45,-0.301842251,-1.321663249,-1.085929091,0.522318424,-0.234583813,-0.222935602,-0.859787516,-0.136017565,-0.145348916,0.966247842,147
1,46,-0.501825792,-0.364233937,-0.851494718,0.443228706,-0.516338406,-0.220218499,-1.185085032,-0.136017565,0.629235648,0.783334956,146
1,47,-0.941789582,-1.664184809,-0.671502451,1.143737632,-0.516338406,-0.59789579,-1.195750524,-0.781709786,0.961200462,1.825384123,145
1,48,-1.581736913,-0.328350726,-1.085929091,0.736990514,-0.234583813,-0.904928409,-0.121202172,-0.781709786,0.684563117,0.695573723,144
1,49,-0.901792874,-1.006869626,-1.241477964,0.974259666,-0.37546111,-0.661294856,-0.721136115,-0.781709786,1.348492744,1.478958203,143
1,50,0.178118247,-0.331612836,-0.590394824,0.624005203,-0.516338406,-0.753676352,-0.814459173,-0.781709786,0.186615897,1.116827642,142
1,51,0.258111664,-0.812774075,-0.945935105,0.409333113,-1.079847593,-0.822056773,0.220093583,-0.136017565,0.684563117,0.696497526,141
1,52,0.158119893,-1.101470818,-1.484800844,-0.37026553,-0.798092999,-0.418114154,0.31341664,-1.427402006,1.01652793,0.453537481,140
1,53,-0.141855418,-1.745737561,-0.741499443,0.895169949,-0.657215703,-0.638199482,-0.009214503,-0.781709786,0.463253242,0.81104903,139
1,54,-0.521824146,0.337119732,-0.859272162,0.657900796,-0.798092999,-0.405434341,-0.619813938,-0.781709786,0.795218055,-0.50721707,138
1,55,-0.5418225,-0.909006323,-0.817051753,1.222827349,-0.798092999,-0.738279436,-0.934445962,-0.781709786,1.348492744,0.61889812,137
1,56,-0.381835667,-0.683920726,-0.90815895,0.69179639,-1.220724889,-1.033537942,-1.065098243,-1.427402006,-0.753951074,0.47201353,136
1,57,-1.101776415,-1.117781369,-0.682613084,0.05907865,-0.657215703,-0.654049249,-0.42250233,-0.781709786,0.131288428,0.61889812,135
1,58,-1.561738559,-0.010294992,-1.215923506,0.872572887,-0.093706516,-0.675333221,-0.273185438,-2.073094227,0.629235648,-0.003744734,134
1,59,-0.701809333,1.010745466,-0.602616521,1.414902377,-0.37546111,-0.687560183,0.145435136,-0.781709786,0.573908179,1.429072871,133
1,60,-0.681810979,-1.267838433,-0.65150331,0.714393452,-0.516338406,-0.613745557,-1.449055967,-0.136017565,0.407925773,0.898810263,132
1,61,-1.161771477,-1.137354029,-0.379292782,0.816080231,0.188048077,-0.664011959,-0.419835957,-1.427402006,0.407925773,0.684488094,131
1,62,-1.021782999,-1.457040818,-1.043708683,1.222827349,0.04717078,-0.526345416,-0.934445962,-1.427402006,1.182510337,-0.17557199,130
1,63,-0.161853772,0.263722255,-1.505911048,0.126869837,-0.516338406,-0.692088688,-0.171863261,0.509674655,-0.256003854,0.497879998,129
1,64,-0.901792874,-0.980772745,-0.98037807,0.578811079,0.04717078,-0.976931634,-0.947777827,-1.427402006,0.629235648,0.871096189,128
1,65,-0.801801103,-0.946520589,-0.632615232,0.680497859,-0.938970296,-0.961534718,-0.04121098,-0.781709786,0.463253242,0.789801573,127
1,66,-0.361837313,-0.329981781,-1.045930809,0.714393452,-0.516338406,-0.262333593,-1.361065655,-1.427402006,0.739890586,0.235520102,126
1,67,-0.701809333,-0.049440314,-0.657058627,1.064647915,0.04717078,-0.679408875,-1.323736432,-0.136017565,0.850545524,0.011959908,125
1,68,-0.341838959,-1.380381231,-0.501509754,0.759587576,0.04717078,-0.609669903,-0.478496165,-0.781709786,0.739890586,0.255843756,124
1,69,-0.481827438,0.028850329,-0.854827908,1.44879797,-0.37546111,-0.663559109,-0.345177511,-0.781709786,1.01652793,0.780563549,123
1,70,-0.921791228,-1.060694442,-0.683724148,0.725691983,0.188048077,-0.534949575,-0.379840361,-0.781709786,0.241943366,1.49281524,122
1,71,-0.941789582,-1.649505314,-0.649281183,0.782184638,-0.938970296,-0.86734182,-0.510492642,-1.427402006,-0.090021447,0.90897209,121
1,72,-0.5418225,-1.838707699,-0.235965606,0.443228706,-0.37546111,-0.490117379,-1.254410732,-1.427402006,0.131288428,0.173625337,120
1,73,-0.781802749,0.247411705,-1.222589887,0.578811079,-0.938970296,-0.706579903,-1.017103527,-1.427402006,1.182510337,0.995809521,119
1,74,0.558086975,-0.957937974,-0.828162387,0.748289045,-0.37546111,-0.878210231,-0.763798085,-0.781709786,-0.090021447,0.85262014,118
1,75,-1.441748435,-1.3379738,-1.568130598,0.262452209,-0.37546111,-1.038066447,0.532059233,-0.781709786,0.407925773,0.576403207,117
1,76,-0.941789582,-0.214176873,-1.110372485,0.330243396,-1.079847593,-0.393660229,-1.134423943,-2.073094227,1.127182868,1.414292032,116
1,77,-0.261845543,-0.688813892,-0.884826619,1.403603846,-0.516338406,-0.851492053,0.289419283,-0.136017565,0.961200462,-0.135848484,115
1,78,-1.381753372,-1.592418387,-0.537063782,0.115571306,-0.234583813,-1.035802195,-1.675697679,-0.781709786,0.352598304,0.544070121,114
1,79,-1.121774769,-1.315139029,-0.555951859,0.454527237,-0.798092999,-0.787187287,-0.771797204,0.509674655,0.463253242,0.206882226,113
1,80,-1.481745143,0.234363265,-1.705902457,0.612706672,-0.516338406,-0.976931634,-0.497160776,-0.781709786,0.407925773,0.661393033,112
1,81,0.098124831,-0.930210038,-0.765942838,0.578811079,0.04717078,-0.902664157,-0.4651643,-0.781709786,-0.256003854,0.76947792,111
1,82,-1.281761602,-0.237011644,-1.084818028,0.917767011,0.04717078,-0.77088467,-1.161087674,-0.136017565,0.407925773,-0.170029175,110
1,83,-0.041863648,-0.403379259,-0.283741331,0.138168368,-0.234583813,-0.731939529,-0.782462696,-1.427402006,-0.090021447,0.348224001,109
1,84,-0.081860356,-0.816036185,-0.259297937,0.612706672,-0.657215703,-0.668993314,-0.753132592,-0.781709786,-0.477313729,-0.225457322,108
1,85,-0.801801103,-0.065750864,-0.330405993,1.166334694,-1.220724889,-0.414944201,0.206761717,-0.781709786,1.071855399,-0.052706264,107
1,86,-1.681728684,-0.28105013,-0.597061204,0.364138989,0.04717078,-0.814358315,-0.662475908,0.509674655,0.684563117,0.968095447,106
1,87,-0.701809333,-0.625202745,0.46289326,0.827378762,0.610679966,-0.666729062,-0.254520826,-1.427402006,0.352598304,0.466470715,105
1,88,-1.441748435,-1.50597247,-0.315962169,1.256722942,-0.37546111,-0.83835939,0.438736175,-0.781709786,0.463253242,0.17454914,104
1,89,-0.88179452,-0.944889534,-0.745943697,0.612706672,-0.657215703,-0.45298364,0.180097986,-0.781709786,0.739890586,0.361157235,103
1,90,-0.021865294,-1.00197646,0.444005182,-0.551042027,0.04717078,-0.632765277,-1.227747001,-1.427402006,0.905872993,1.676651928,102
1,91,-1.401751726,-0.926947928,-0.463733599,0.194661023,-0.798092999,-0.657672052,-1.259743478,0.509674655,1.625130088,0.872943794,101
1,92,0.418098497,-0.080430359,-0.907047887,0.499721362,0.610679966,-0.764544763,-1.171753166,-0.781709786,0.961200462,0.577327009,100
1,93,0.33810508,0.524691063,-0.050418022,0.793483169,-0.37546111,-0.786734436,-0.563820104,-0.781709786,0.241943366,-0.388046554,99
1,94,-0.461829084,-1.183023571,-0.443734458,0.556214017,0.751557263,-0.879115932,0.273421044,-0.136017565,0.186615897,0.795344388,98
1,95,0.358103434,-2.107831782,0.129574246,0.612706672,-1.079847593,-0.74235509,0.409406071,0.509674655,-0.311331323,0.343604989,97
1,96,-0.98178629,-1.052539167,-1.530354443,-0.031309598,-0.37546111,-0.748694997,-0.294516422,-0.781709786,0.352598304,0.330671754,96
1,97,-1.22176654,0.855795237,-0.124859268,0.036481588,-0.093706516,-0.866888969,-0.843789277,-0.781709786,1.071855399,0.060921438,95
1,98,-1.361755018,0.095723586,-0.485954866,-0.697922931,-0.516338406,-0.894512848,-1.091761974,-1.427402006,0.795218055,-0.316913765,94
1,99,-0.44183073,0.359954503,-0.311517916,0.443228706,-0.234583813,-0.910362615,0.158767002,-0.136017565,0.020633491,-0.530312132,93
1,100,-0.921791228,-0.145672561,0.268457168,0.962961135,-0.37546111,-0.884097287,-0.481162538,-0.781709786,0.629235648,1.102046803,92
1,101,0.138121539,-1.034597561,-0.613727155,0.002585995,-0.516338406,-0.586121678,-0.182528753,-1.427402006,-0.366658791,1.156551147,91
1,102,0.33810508,-0.230487424,-0.612616091,0.05907865,0.751557263,-0.628689622,0.372076848,-0.136017565,0.684563117,0.698345131,90
1,103,-0.941789582,-1.50923458,-0.635948422,0.307646334,-0.093706516,-0.541742332,-0.42250233,-0.781709786,-0.698623605,1.285883491,89
1,104,-0.781802749,0.017432943,-0.298185155,0.330243396,-0.234583813,-0.928929484,-1.067764616,-0.781709786,0.795218055,0.458156493,88
1,105,-1.341756664,-0.365864992,-0.634837359,-0.291175812,-0.093706516,-0.764544763,-0.254520826,-0.136017565,-0.256003854,0.886800831,87
1,106,-0.00186694,-0.240273754,-0.498176563,0.262452209,-0.234583813,-0.698428595,0.646713276,-0.781709786,1.459147681,1.155627345,86
1,107,-0.301842251,0.751407714,-0.133747775,0.420631644,-0.37546111,-0.750053548,-0.481162538,1.801059096,1.071855399,1.098351593,85
1,108,1.617999742,-0.752425038,-1.051486126,1.200230287,0.610679966,-0.824773876,-0.769130831,-0.136017565,-0.366658791,0.124663807,84
1,109,-0.381835667,-0.664348066,0.018467908,0.251153678,0.04717078,-0.639105183,-1.77168711,0.509674655,1.293165275,0.613355305,83
1,110,-0.261845543,-0.083692469,-0.851494718,0.8047817,0.46980267,-0.626878221,0.577387575,-0.136017565,1.348492744,0.049835809,82
1,111,-0.021865294,-1.00197646,-0.091527367,0.138168368,0.328925373,-0.616009809,0.068110317,-0.781709786,0.573908179,-0.703986993,81
1,112,-0.041863648,-0.662717011,-0.788164105,-0.200787564,-0.516338406,-0.632312426,0.062777571,0.509674655,0.131288428,0.286329237,80
1,113,-0.00186694,0.053316154,-0.260409,-0.517146434,0.04717078,-0.547629388,0.422737937,-0.136017565,0.463253242,0.188406177,79
1,114,-0.741806041,-0.343030222,-0.662613943,1.042050852,-0.37546111,-0.845152147,-0.350510257,0.509674655,0.407925773,0.791649178,78
1,115,-0.041863648,0.704107118,-0.259297937,0.861274355,0.188048077,-0.673521819,-0.203859737,-0.136017565,0.629235648,0.115425783,77
1,116,-0.081860356,-1.665815864,-0.771498155,1.166334694,-0.234583813,-0.70340995,-0.966442439,0.509674655,1.182510337,0.568088985,76
1,117,-0.601817562,-0.122837791,0.046244492,1.381006784,0.04717078,-0.707938455,-0.441166942,-1.427402006,-0.477313729,-1.044870098,75
1,118,-0.681810979,-0.791570359,0.045133429,0.996856728,0.04717078,-0.639558034,-0.598482954,-0.136017565,0.352598304,0.063692845,74
1,119,-0.021865294,1.023793907,-0.4970655,0.454527237,0.04717078,-0.876398829,-0.606482073,0.509674655,1.071855399,0.26877699,73
1,120,0.258111664,0.531215283,-0.139303092,0.330243396,0.04717078,-0.748242146,-1.046433631,-0.136017565,-0.034693978,0.151454078,72
1,121,-0.10185871,0.495332072,0.329565654,0.37543752,-0.37546111,-1.09920126,-0.42250233,0.509674655,-1.030588418,1.222141121,71
1,122,1.238031015,0.514904732,0.559555774,0.070377181,0.751557263,-1.034896494,-0.441166942,-0.136017565,0.241943366,-0.096124979,70
1,123,1.418016201,-0.63009591,-0.6548365,-0.822206772,0.328925373,-0.715636913,-0.06787471,-0.781709786,0.463253242,0.021197933,69
1,124,-0.401834022,-0.551805268,-0.739277317,-1.251550952,0.46980267,-0.553063594,-0.014547249,-0.136017565,-0.090021447,-0.513683688,68
1,125,0.558086975,-0.82419146,-0.279297078,-1.048177393,0.46980267,-0.864171867,-0.913114977,0.509674655,-0.753951074,0.131130425,67
1,126,-0.381835667,-1.285780038,1.062867484,0.398034582,-0.657215703,-0.730580978,-0.115869426,-0.781709786,0.186615897,-0.561721415,66
1,127,0.618082037,-0.590950589,-1.049263999,0.499721362,-0.093706516,-0.785375885,0.545391098,-0.136017565,0.518580711,-0.11552483,65
1,128,-0.421832376,0.545894778,-0.208189021,-0.709221462,0.46980267,-0.391848827,-0.022546368,-0.136017565,0.186615897,-0.236542952,64
1,129,-0.5418225,0.131606797,-0.057084402,-1.070774455,-0.093706516,-0.86779467,0.692041618,-0.136017565,0.131288428,-0.222685915,63
1,130,0.038129769,-0.754056093,0.368452872,-0.79960971,0.46980267,-1.008631166,-1.289073582,0.509674655,-0.587968667,0.52097506,62
1,131,0.658078746,-0.773628754,0.47955921,0.37543752,0.188048077,-0.912174016,-0.24918808,-1.427402006,-0.477313729,0.496956196,61
1,132,1.018049119,0.903095833,-0.352627261,-0.234683157,1.033311856,-0.960176166,-0.518491761,-0.136017565,-1.583863107,0.266929385,60
1,133,-0.461829084,0.345275008,0.130685309,0.511019893,0.188048077,-0.647256492,0.486730891,0.509674655,0.739890586,-0.347399246,59
1,134,0.33810508,-1.125936644,-0.695945845,-0.189489033,0.188048077,-0.864171867,-0.342511138,-0.136017565,-0.753951074,-0.059172881,58
1,135,-0.461829084,-0.81114302,-0.233743479,-0.313772875,0.610679966,-0.660842006,-0.478496165,-0.781709786,0.186615897,-0.141391299,57
1,136,0.318106726,-0.946520589,-0.504842944,0.917767011,-0.516338406,-1.102824064,0.126770525,-0.136017565,-0.311331323,-1.106764862,56
1,137,-0.501825792,0.679641292,-0.420402127,0.025183057,0.610679966,-1.11822098,0.182764359,0.509674655,0.297270835,-0.28088547,55
1,138,0.218114956,-0.114682515,0.489558781,-0.517146434,0.188048077,-0.706579903,-0.56915285,-0.781709786,1.01652793,0.708506958,54
1,139,0.858062287,0.286557026,0.407340091,-0.132996378,-0.516338406,-0.92530668,0.532059233,0.509674655,0.352598304,0.484946764,53
1,140,0.738072162,0.059840375,-0.063750782,-1.375834794,1.033311856,-0.425359762,-0.065208337,-0.136017565,0.020633491,0.745459056,52
1,141,-0.581819208,-0.082061414,0.701771886,0.092974244,0.46980267,-0.651332146,0.585386695,0.509674655,1.127182868,-0.475807787,51
1,142,-0.341838959,0.777504595,0.498447288,-0.291175812,0.04717078,-0.843793595,-0.347843884,-0.781709786,-0.587968667,-0.074877522,50
1,143,0.178118247,0.42030354,-0.524842084,0.285049271,0.46980267,-0.661747707,-0.006548129,-0.136017565,-0.145348916,-0.546940576,49
1,144,0.818065578,0.222945879,-0.352627261,0.454527237,1.033311856,-0.720618268,0.478731771,-0.136017565,-0.366658791,-0.598673513,48
1,145,0.538088621,0.717155558,0.077354267,-0.381564061,0.46980267,-0.829755231,0.593385814,1.155366876,-0.809278542,-1.299839575,47
1,146,0.078126477,-0.615416415,-0.012641867,-0.867400896,0.328925373,-0.871870325,-0.291850049,-0.781709786,-0.698623605,0.3103481,46
1,147,-0.861796166,0.705738173,0.114019359,-0.313772875,0.610679966,-1.086974298,0.017449228,-0.136017565,-0.256003854,-0.196819446,45
1,148,0.6780771,-0.080430359,0.328454591,-0.596236151,0.89243456,-1.101012662,-0.38783948,-0.781709786,-0.256003854,-0.368646703,44
1,149,0.438096851,0.368109778,0.196238049,-0.935192083,1.033311856,-0.362413546,0.825360272,0.509674655,-0.256003854,-0.306751938,43
1,150,0.758070516,-0.246797974,0.031800669,0.228556616,0.328925373,-0.927570932,0.812028407,0.509674655,-0.753951074,-0.752948523,42
1,151,0.278110018,0.304498632,0.334009908,-1.082072987,0.610679966,-0.775413175,0.508061875,0.509674655,-1.4178807,-0.572807045,41
1,152,-0.021865294,1.317383815,1.321745252,-0.844803834,1.174189153,-0.966516073,0.401406952,1.155366876,-0.256003854,-0.487817219,40
1,153,0.618082037,-0.220701093,0.625108513,-0.777012648,0.610679966,-0.716089763,0.03611384,-0.136017565,-0.200676385,-1.088288813,39
1,154,0.258111664,1.061308173,0.792879083,-0.90129649,0.610679966,-0.731939529,0.993341776,0.509674655,0.020633491,-0.490588626,38
1,155,0.298108372,-0.020081323,0.661773605,-0.539743496,0.89243456,-0.710202707,0.820027526,0.509674655,-0.753951074,-0.136772287,37
1,156,0.718073808,-0.80135669,1.366187787,-0.144294909,2.301207525,-0.952477708,0.028114721,1.155366876,-0.256003854,-0.097972584,36
1,157,-0.961787936,1.226044733,0.392896267,-1.183759766,0.610679966,-0.54898794,-0.24918808,-0.781709786,-0.809278542,-0.501674256,35
1,158,0.398100142,1.027056017,0.128463183,-0.200787564,1.455943746,-0.725599623,-0.142533157,0.509674655,-0.366658791,-0.002820931,34
1,159,0.418098497,-0.160352057,1.270636336,-1.341939201,0.46980267,-0.778130277,-0.049210099,0.509674655,-0.311331323,-0.339085024,33
1,160,1.538006326,0.020695053,1.016202823,-1.692193664,1.596821043,-0.897682801,0.030781094,1.801059096,-1.639190576,-0.07395372,32
1,161,0.638080392,0.599719595,0.930650942,-0.641430275,1.174189153,-0.778130277,-0.043877353,0.509674655,-0.864606011,0.059997636,31
1,162,0.938055703,0.276770696,1.616177047,-0.777012648,0.751557263,-0.941609297,1.582610227,0.509674655,-0.200676385,-1.255497057,30
1,163,0.33810508,1.633808494,1.3506329,-1.082072987,1.455943746,-0.724693922,1.886576759,-0.136017565,-0.91993348,-1.365429549,29
1,164,0.978052411,1.376101797,0.869542456,-1.658298071,1.033311856,-0.739185137,1.017339134,0.509674655,-1.085915887,-1.04948911,28
1,165,0.158119893,1.061308173,-0.093749493,-0.652728806,1.315066449,-1.184337149,1.334637531,-0.136017565,-1.251898293,-0.709529808,27
1,166,1.318024431,1.010745466,1.492849012,-1.398431856,1.737698339,-1.00229126,0.644046903,1.155366876,-1.085915887,-1.336791673,26
1,167,0.6780771,0.539370558,0.642885527,-0.90129649,1.878575636,-1.05029341,0.561389337,0.509674655,-0.256003854,0.105263956,25
1,168,-0.00186694,0.108772026,0.751769738,-1.44362598,1.737698339,-1.308418177,1.34263665,-0.136017565,-0.311331323,-0.117372435,24
1,169,1.038047474,-0.059226644,1.012869632,-0.743117055,2.160330229,-0.455700743,0.921349703,0.509674655,-1.307225762,-0.948794643,23
1,170,0.478093559,0.356692393,0.941761576,-1.522715698,1.596821043,-0.960629017,1.275977323,1.155366876,-0.864606011,-1.184364269,22
1,171,1.158037598,0.250673815,0.672884238,-0.743117055,1.455943746,-1.047123456,1.334637531,1.155366876,-0.753951074,-0.418532035,21
1,172,1.298026077,0.193586888,0.532890253,-1.895567223,2.019452932,-1.183884298,0.462733533,-0.136017565,-0.91993348,-1.212078342,20
1,173,0.578085329,0.027219274,1.815057392,-1.398431856,1.737698339,-0.743713642,1.785254581,1.155366876,-1.251898293,-1.023622642,19
1,174,-0.081860356,1.514741476,1.516181343,-1.183759766,1.737698339,-1.086521447,0.145435136,-0.136017565,-1.362553231,-2.346507754,18
1,175,1.857979992,2.082348632,1.509514963,-1.952059878,1.878575636,-1.022669531,1.249313592,0.509674655,-1.307225762,-1.223163972,17
1,176,0.358103434,0.284925971,1.532847294,-1.646999539,1.878575636,-0.883191586,1.150657788,0.509674655,-0.532641198,-0.37511332,16
1,177,2.217950365,1.875204641,1.67284128,-1.624402477,2.160330229,-0.862360465,0.95334618,1.801059096,-1.030588418,-1.130783726,15
1,178,1.398017847,2.415083861,1.746171463,-1.341939201,1.878575636,-0.863719016,0.929348822,1.155366876,-0.91993348,-1.041174888,14
1,179,0.358103434,0.332226567,2.279481885,-2.031149595,2.301207525,-0.951572007,1.401296858,1.155366876,-0.256003854,-0.932166199,13
1,180,1.797984929,1.524527806,0.911762865,-0.517146434,1.596821043,-1.173468737,0.841358511,1.155366876,0.241943366,-2.611639058,12
1,181,1.518007972,1.009114411,1.300635048,-1.737387788,1.878575636,-1.220565186,0.796030168,2.446751316,-2.635085015,-1.150183578,11
1,182,3.057881237,1.884990971,1.965050948,-1.658298071,2.301207525,-1.087427148,1.963901578,2.446751316,-2.137137796,-1.025470247,10
1,183,1.11804089,1.093929274,1.121753844,-2.245821686,1.596821043,-1.100559812,1.651935927,1.801059096,-1.4178807,-1.473514436,9
1,184,2.77790428,2.433025467,2.620578342,-2.675165866,2.019452932,-0.784923034,1.897242251,1.155366876,-2.137137796,-2.541430072,8
1,185,2.237948719,2.110076568,1.718394878,-1.952059878,2.723839415,-0.975120232,1.499952662,1.155366876,-1.694518044,-2.029643513,7
1,186,1.657996451,0.756300879,1.92949692,-0.90129649,1.596821043,-0.628236772,2.147881321,2.446751316,-1.91582792,-2.155280647,6
1,187,1.278027723,0.257198035,2.037270068,-2.584777617,2.723839415,-1.246830513,2.123883963,1.801059096,-2.192465264,-1.916939614,5
1,188,2.137956949,1.933922623,1.538402611,-1.613103946,3.005594008,-1.237773504,2.094553859,1.801059096,-1.694518044,-3.056911841,4
1,189,2.997886175,0.921037439,2.119488758,-3.014121797,2.442084822,-0.937080792,2.030560905,1.155366876,-1.860500451,-1.635179866,3
1,190,1.917975054,1.418509228,1.890609702,-2.347508465,2.723839415,-1.116862429,2.137215828,3.092443537,-1.805172982,-2.052738574,2
1,191,1.318024431,1.930660512,1.870610561,-2.765554114,2.582962119,-1.018141026,2.006563547,0.509674655,-2.026482858,-1.479981053,1
1,192,1.717991513,1.775710283,2.029492624,-2.392702589,3.146471305,-1.450160374,1.843914789,1.801059096,-1.860500451,-3.000559891,0
2,1,-1.581736913,-1.090053433,-1.961447034,1.313215598,-1.220724889,-0.476531865,-1.377063893,-1.427402006,0.684563117,1.559329017,286
